,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2),label
338,1.55965355644e+27,1.463207245,-5.265749817,7.574398956,walking
339,1.55965355644e+27,-0.6505471802,0.4990621948,7.700736237,walking
340,1.55965355644e+27,1.406325531,-3.607498169,10.14365616,walking
341,1.55965355644e+27,-0.7879614258,0.6447093201,7.528145142,walking
342,1.55965355644e+27,-1.694176941,-5.785918121,13.67406464,walking
343,1.55965355644e+27,-0.09310638428,-0.5752537537,6.669830017,walking
344,1.55965355644e+27,-0.4977149963,-0.2317181396,14.43328583,walking
345,1.55965355644e+27,-0.6352789307,-0.03218307495,6.37928421,walking
346,1.55965355644e+27,-2.260149994,1.14437027,14.28344742,walking
347,1.55965355644e+27,-0.005239105225,-0.6231541443,8.267008667,walking
348,1.55965355644e+27,-2.61865448,0.3185375977,10.48704208,walking
349,1.55965355644e+27,0.7541317749,-2.662064209,6.969357147,walking
350,1.55965355644e+27,-1.783541107,-1.387015686,10.03378464,walking
351,1.55965355644e+27,0.3616479492,-4.731361084,11.03984253,walking
352,1.55965355644e+27,-1.079405365,-1.39000946,11.00152222,walking
353,1.55965355644e+27,-1.728605347,0.4981640625,9.549242249,walking
354,1.55965355644e+27,-0.00419128418,0.5879772949,7.747888184,walking
355,1.55965355644e+27,3.181783447,-2.310595093,9.167386322,walking
356,1.55965355644e+27,0.04805007935,-3.926484833,9.789342957,walking
357,1.55965355644e+27,-0.4623884583,-3.400478668,8.746910706,walking
358,1.55965355644e+27,-1.428479462,-3.748355255,9.206754456,walking
359,1.55965355644e+27,-0.2062710571,-2.912044373,9.991422729,walking
360,1.55965355644e+27,-1.535057831,-1.781445465,9.788295135,walking
361,1.55965355644e+27,-0.1767823792,-1.495540009,8.766070862,walking
362,1.55965355644e+27,0.6283932495,1.020727386,11.18174744,walking
363,1.55965355644e+27,-2.622247009,1.990859985,9.628128204,walking
364,1.55965355644e+27,-1.591640167,1.523531799,6.668033752,walking
365,1.55965355644e+27,1.463506622,1.050814819,9.419611816,walking
366,1.55965355644e+27,-0.6762936401,0.8566685486,14.48612595,walking
367,1.55965355644e+27,-0.2549198914,1.652563477,7.639962616,walking
368,1.55965355644e+27,-1.749861145,0.5824388123,6.05640564,walking
369,1.55965355644e+27,-0.4429289246,-2.094743958,10.00235001,walking
370,1.55965355644e+27,-4.466112671,1.395697632,14.7654451,walking
371,1.55965355644e+27,-2.91473877,1.115031281,10.52147049,walking
372,1.55965355644e+27,-0.4291575623,1.380130005,4.45338913,walking
373,1.55965355644e+27,-2.589465179,-1.130449219,5.64565979,walking
374,1.55965355644e+27,-3.489992523,-1.00396225,9.330097961,walking
375,1.55965355644e+27,-2.072440338,2.809657288,15.51299057,walking
376,1.55965355644e+27,-2.321971436,2.971021729,10.24948608,walking
377,1.55965355644e+27,0.5352868652,0.9744735718,5.285957794,walking
378,1.55965355644e+27,0.1251397705,-1.311123505,8.416248322,walking
379,1.55965355644e+27,-2.72044281,-1.731150055,14.49914886,walking
380,1.55965355644e+27,0.07918533325,-0.4578977966,11.71987839,walking
381,1.55965355644e+27,0.4161346436,-0.2960842896,6.887926483,walking
382,1.55965355644e+27,-1.194515991,-0.2429447937,8.166717224,walking
