"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.326967407E2,7.482108593E0,5.961744308E0,-3.687183261E-1
2.327487343E2,7.158881664E0,5.200365067E0,-7.182824612E-1
2.328007276E2,6.052726746E0,4.252232075E0,-1.932179809E0
2.328527209E2,3.711125851E0,3.725491524E0,-1.431776285E0
2.329047157E2,2.346389294E0,4.027170181E0,-2.897072434E-1
2.329567115E2,-5.746259689E-1,4.587430477E0,2.801301479E-1
2.330087050E2,-1.458113313E0,2.609759569E0,3.797319889E0
2.330606981E2,-1.470084786E0,1.110943556E0,6.950579643E0
2.331126916E2,1.635289669E0,-2.461314440E0,1.014693642E1
2.331646850E2,7.127756119E0,-3.957736254E0,1.314456844E1
2.332166782E2,1.946545362E0,-6.620169640E0,1.128182316E1
2.332686718E2,-1.431776285E0,-1.028819847E1,1.119084072E1
2.333206658E2,-1.249811411E0,-9.864412308E0,9.007262230E0
2.333726592E2,-1.012778282E0,-1.036721039E1,7.929838181E0
2.334246528E2,-1.723877907E0,-1.050607777E1,6.890722752E0
2.334766459E2,-1.194743156E0,-1.019003391E1,6.653689861E0
2.335286393E2,-7.541965842E-1,-8.913885117E0,4.257020473E0
2.335806327E2,-6.225114316E-2,-9.419076920E0,4.893897533E0
2.336326259E2,2.346389294E-1,-1.017566776E1,4.790944099E0
2.336846195E2,-3.351984918E-2,-1.085324764E1,4.010410309E0
