"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.648066410E1,1.178924084E0,3.030930161E-1,-2.605509520E0
1.653265805E1,1.117837548E0,7.349747419E-1,-2.240212202E0
1.658465118E1,4.446640909E-1,9.677144289E-1,-1.051468253E0
1.663664460E1,1.092990637E-1,-1.418325186E0,1.317776740E-1
1.668863799E1,-2.481991291E0,3.071534157E0,3.591107607E0
1.674063135E1,-4.416601658E0,-1.531335354E0,4.486025333E0
1.679262461E1,-1.390375137E0,-3.064607143E0,1.974758148E0
1.684461800E1,-5.168378353E-1,-3.352611661E-1,2.878227711E0
1.689661229E1,8.044636846E-1,-3.847412765E-1,-2.391706467E0
1.694860558E1,1.222906351E0,2.160123348E0,-1.951883674E0
1.700059894E1,1.710376859E0,2.942537889E-2,-2.568857670E0
1.705259230E1,1.844767213E0,4.961264431E-1,-2.640328884E0
1.710458632E1,1.973048925E0,4.142704904E-1,-2.849855423E0
1.715658268E1,2.130041361E0,4.460354745E-1,-2.240823030E0
1.720857637E1,2.012755156E0,-2.760072351E-1,-8.156743050E-1
1.726056963E1,1.240621448E0,-3.615283668E-1,5.080707073E-1
1.731256302E1,-2.462245077E-1,-9.143614769E-1,7.640231848E-1
1.736455648E1,-2.990842104E0,1.557810187E0,3.151895523E0
1.741654968E1,-4.365289211E0,4.258769155E-1,4.520233631E0
1.746854320E1,-3.287722588E0,-1.867311120E0,3.231918812E0
1.752053729E1,-1.571802139E0,-3.010526896E-1,2.864788771E0
1.757253091E1,2.919477820E-1,-1.001104355E0,-5.713281631E-1
1.762452411E1,6.340323091E-1,6.842729449E-1,-1.396607161E0
1.767651737E1,9.058673978E-1,-2.870028019E-1,-2.097880363E0
1.772851069E1,1.201526165E0,6.241210178E-2,-2.600011826E0
1.778050408E1,1.231458545E0,4.527550042E-1,-2.866348982E0
1.783249738E1,1.178924084E0,1.061176777E0,-2.184623241E0
1.788449103E1,2.449111491E-1,2.493655682E0,-1.405159354E0
1.793648505E1,-9.224523306E-1,1.973809481E0,-6.599037051E-1
1.798847841E1,-7.251428962E-1,1.406315684E0,-5.071873665E-1
1.804047160E1,-4.970656395E0,4.352518559E0,4.331476212E0
1.809246510E1,-4.114223003E0,-5.421325207E0,1.962540746E0
1.814428009E1,-1.803320050E0,4.026640356E-1,3.811629772E0
1.819627861E1,5.271309018E-1,-4.693277925E-2,-1.056355238E0
1.824827570E1,1.745807052E0,1.080724478E0,-1.575590730E0
1.830026949E1,2.533212423E0,1.332724690E-1,-2.231049061E0
1.835226275E1,2.567420959E0,3.189755082E-1,-1.986092210E0
1.840425614E1,2.520995140E0,-3.181569576E-1,-1.742967725E0
1.845624947E1,2.315744400E0,2.148413099E-2,-1.227397442E0
1.850824280E1,1.742141843E0,-1.394501448E0,-1.347737908E0
1.856023626E1,1.673312634E-1,-4.207823277E-1,-7.093837857E-1
1.861222978E1,-1.159468055E0,1.015972733E0,4.066670537E-1
1.866422380E1,-1.536371946E0,-8.236295730E-2,2.019351244E0
1.871621719E1,-3.612092018E0,7.252008915E-1,3.800023556E0
1.876821052E1,-4.302369595E0,-2.330957890E0,3.563618660E0
1.882020381E1,-3.028715849E0,-2.289419174E0,3.635089874E0
1.887219714E1,5.065600201E-2,-8.599944711E-1,-5.499479175E-1
1.892419053E1,9.388540387E-1,2.626824379E0,-1.526110649E0
1.897618386E1,1.736644030E0,4.649722874E-1,-2.495553732E0
1.902817761E1,2.031081200E0,4.530787840E-2,-2.592681408E0
1.908017153E1,2.199069023E0,9.414471984E-1,-2.799764633E0
1.913216482E1,2.483121395E0,1.296072900E-1,-2.777162552E0
1.918415818E1,2.089113235E0,-3.450350165E-1,-1.909734011E0
1.923615194E1,1.562547445E0,-4.604885578E-1,-5.114634037E-1
1.928814806E1,7.586488128E-1,-9.113071561E-1,1.328462601E0
1.934014219E1,-8.387637734E-1,1.398374438E0,2.724289894E0
1.939213562E1,-3.626752615E0,6.842729449E-1,2.602727652E0
1.944412884E1,-4.229065895E0,-1.015765071E0,3.027889967E0
1.949612223E1,-2.821021557E0,-2.278423548E0,4.451817036E0
1.954811553E1,-3.378542960E-1,-1.605860829E0,1.564867496E0
1.960010882E1,9.254150391E-1,-9.681175351E-1,-8.914216161E-1
1.965210241E1,1.671892285E0,2.637105249E-2,-1.201130271E0
1.970409653E1,2.394545794E0,-1.122055650E0,-2.366661072E0
1.975608989E1,2.954098463E0,-2.722522497E0,-4.022716999E0
1.980808321E1,2.957152843E0,-3.737457097E-1,-3.984232426E0
1.986007654E1,1.796508908E0,2.502207994E0,-2.766777754E0
1.991206993E1,2.968346775E-1,4.148813486E-1,-1.392942071E0
1.996406316E1,-1.300577879E0,8.840258718E-1,1.348320097E-1
2.001605655E1,-3.811234236E0,2.563294411E0,3.632035732E0
2.006805034E1,-3.981665611E0,3.238624334E-1,3.193434238E0
2.012004426E1,-4.588254929E0,-1.992538571E0,4.181814671E0
2.017203762E1,-1.863795638E0,-1.698101521E0,3.031554937E0
2.022403098E1,2.992781699E-1,7.997264266E-1,-1.240225673E0
2.027602444E1,1.046366334E0,8.027807474E-1,-1.757017732E0
2.032802239E1,1.860649824E0,8.663107753E-1,-2.205392838E0
2.038002015E1,1.942505598E0,1.601505429E-1,-2.292746544E0
2.043201518E1,1.328586102E0,-1.080192998E-1,-2.188288689E0
2.048400860E1,1.436098337E0,-2.808941603E-1,-2.244488001E0
2.053600190E1,1.557660580E0,-1.709384173E-1,-1.458304524E0
2.058799529E1,7.293272614E-1,1.307355523E0,-2.193786383E0
2.063998865E1,-2.333963364E-1,1.419754624E0,-1.937833786E0
