"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.554468121E1,9.168629050E-1,-1.128775120E0,3.724886894E0
1.559667453E1,-6.235406920E-2,-2.709083557E0,3.515360355E0
1.564866809E1,-1.142776161E-1,-2.954040527E0,2.216049910E0
1.570066125E1,-3.453267097E0,7.471920252E-1,-2.172405958E0
1.575265481E1,-5.285252094E0,2.194331884E0,-2.039237499E0
1.580464893E1,-6.262025356E0,9.084604383E-1,-3.675134420E0
1.585664222E1,-5.271202087E0,3.186883777E-2,-2.152858496E0
1.590863555E1,-1.490556955E0,3.515633345E0,-1.763737202E0
1.596062894E1,1.940673113E0,2.530918360E0,9.906542301E-1
1.601262426E1,2.481899738E0,8.198850155E-1,6.949954033E-1
1.606462312E1,2.508167028E0,1.300025105E0,1.897789121E0
1.611661894E1,1.999316216E0,1.180295587E0,2.489717484E0
1.616861233E1,1.734811544E0,-2.379827261E0,2.588066816E0
1.622060559E1,1.973048925E0,-4.671182632E0,1.715140343E0
1.627259899E1,2.073230743E0,-1.787898660E0,7.072127461E-1
1.632459231E1,2.202123404E0,-1.940614939E0,-2.582555078E-2
1.637658554E1,4.361119568E-1,2.631100416E0,-9.476212263E-1
1.642857900E1,-3.334759235E0,-1.527670145E0,-3.110695124E0
1.648057262E1,-5.097105503E0,8.559260368E-1,-3.108862638E0
1.653256657E1,-4.453253269E0,6.751386642E0,-3.585948229E0
1.658455997E1,-2.456335068E0,4.308536530E0,-3.868778706E0
1.663655326E1,1.831939101E0,-1.446712166E-1,-8.309459090E-1
1.668854672E1,1.560714841E0,5.352218151E-1,1.107940316E0
1.674054008E1,2.405541420E0,5.572129488E-1,2.763996124E0
1.679253327E1,2.651720285E0,-1.233844042E0,2.539808512E0
1.684452663E1,2.101941347E0,-1.874317825E-1,3.184271336E0
1.689652052E1,1.094013810E0,-1.581426263E0,3.018115997E0
1.694851430E1,7.696443796E-1,-9.815565944E-1,2.710239887E0
1.700050763E1,4.214512110E-1,-1.524615884E0,2.181230545E0
1.705250116E1,6.627429724E-1,-3.059109449E0,1.359005928E0
1.710449565E1,-2.511114478E-1,-1.233844042E0,1.184298515E0
1.715649150E1,-4.995701790E0,-1.517896295E0,-2.326954842E0
1.720848500E1,-6.389696121E0,1.687313557E0,-1.760682821E0
1.726047835E1,-4.898574352E0,3.836337566E0,-2.983634949E0
1.731247158E1,-4.540607452E0,1.142421842E0,-2.643993855E0
1.736446504E1,8.362287283E-1,3.974393129E0,-1.600636125E0
1.741645840E1,1.756802559E0,2.282296419E0,1.776226878E0
1.746845162E1,1.385396600E0,-6.492459178E-1,1.875187159E0
1.752044578E1,1.822776079E0,-1.446425080E0,2.456119776E0
1.757243933E1,2.071398258E0,-5.588378310E-1,2.500102282E0
1.762443266E1,3.134303808E0,-2.242993355E0,1.754846692E0
1.767642605E1,3.186838150E0,-2.188730240E-2,2.027292490E0
1.772841931E1,2.780001879E0,2.917596102E0,3.308276892E0
1.778041270E1,3.359300792E-1,-4.762812614E0,2.579514742E0
1.783240606E1,-3.403176069E0,-4.315048218E0,-8.474393487E-1
1.788439939E1,-4.312754631E0,3.574276447E0,-1.909123063E0
1.793639331E1,-5.781274319E0,2.975952029E-1,-2.579853058E0
1.798838703E1,-4.812442303E0,-8.141794801E-1,-1.443032980E0
1.804038039E1,-3.249848843E0,1.539484262E0,-2.997684956E0
1.809237392E1,1.634629607E0,5.111824036E0,1.019364834E0
1.814436844E1,1.856984496E0,2.813138247E0,1.913671613E0
1.819636706E1,1.975492477E0,-1.184363842E0,2.197113037E0
1.824836399E1,2.185630083E0,-5.789964199E-1,2.525758505E0
1.830035805E1,1.702435613E0,-2.216402441E-1,2.663814306E0
1.835235141E1,1.103176713E0,1.008966118E-1,2.628384113E0
1.840434470E1,3.915188015E-1,-1.425044775E0,2.410305023E0
1.845633799E1,-1.613142341E-1,-1.999258041E0,1.556926250E0
1.850833145E1,-7.000974417E-1,-4.597268105E0,8.080055118E-1
1.856032487E1,-9.700998664E-1,-2.344397068E0,-7.897082716E-2
1.861231899E1,-3.585213900E0,5.303348899E-1,-1.357511878E0
1.866431248E1,-6.995674610E0,-6.883413196E-1,-1.799167395E0
1.871630574E1,-6.834406376E0,2.953637123E0,-2.451571465E0
1.876829904E1,-6.011372209E-1,5.192458630E0,-2.086273909E0
1.882029246E1,5.760000944E-1,4.569986820E0,4.420972168E-1
1.887228572E1,1.900966763E0,1.450908780E0,1.486676812E0
1.892427915E1,2.921722651E0,8.485956192E-1,1.880074024E0
1.897627270E1,2.896677256E0,2.023002505E-1,3.376082897E0
1.902826676E1,2.316966057E0,-1.637625813E0,3.529410124E0
1.908026002E1,1.761078715E0,-2.312021017E0,3.315607309E0
1.913225344E1,1.119059324E0,-6.223678589E-1,3.159225941E0
1.918424677E1,-2.028530687E-1,-3.994020224E-1,3.076759100E0
1.923624129E1,-1.830808997E0,-4.300387859E0,9.674413204E-1
1.928823991E1,-2.781925917E0,-1.361514807E0,-3.308615446E0
1.934023650E1,-5.652381897E0,3.249296188E0,-3.106418848E0
1.939223003E1,-5.687811852E0,2.805197001E0,-3.474159956E0
1.944422349E1,-5.327401638E0,-7.298801541E-1,-3.282958984E0
1.949621681E1,2.100918293E-1,2.414243460E0,-1.701429009E0
1.954821007E1,2.043909311E0,3.827174664E0,1.567311049E0
1.960020370E1,2.155697823E0,1.156471848E0,2.795760870E0
1.965219706E1,2.456854343E0,1.589288116E-1,2.121365786E0
1.970419058E1,2.754345417E0,-1.632128000E0,2.300960302E0
1.975618450E1,3.133081913E0,-2.158082962E0,1.494007230E0
1.980817776E1,3.080547571E0,-8.343380690E-1,9.356763363E-1
1.986017115E1,3.787318707E0,6.030278206E-1,1.294865131E0
1.991216461E1,1.128222346E0,-1.865478635E0,4.891338646E-1
1.996415777E1,-2.033005476E0,-1.862424374E0,-2.006250620E0
2.001615123E1,-4.830157280E0,2.114308357E0,-3.089925528E0
2.006814462E1,-6.436732769E0,5.370543599E-1,-3.599997997E0
2.012013851E1,-6.344491959E0,-1.147711873E0,-3.044721603E0
2.017213213E1,1.306793541E-1,2.085597992E0,-2.357498407E0
2.022412552E1,1.086683512E0,4.591367245E0,2.073107481E0
2.027611891E1,1.754970074E0,1.035520434E0,2.632049084E0
2.032811264E1,2.356672287E0,-2.271380275E-1,2.342499018E0
2.038010903E1,2.942492247E0,1.705352515E-1,2.688859701E0
2.043210289E1,2.807491064E0,5.303348899E-1,3.236805677E0
2.048409608E1,2.364002705E0,-9.216918349E-1,3.292394638E0
2.053608950E1,2.037800550E0,-1.638847709E0,3.079202414E0
2.058808290E1,1.036592484E0,-2.664490223E0,2.459174395E0
2.064007629E1,-3.425426781E-2,-1.574095964E0,2.838831246E-1
2.069206955E1,-1.675038338E0,1.404483080E0,-1.506562829E0
2.074406383E1,-4.254111290E0,1.044683456E0,-3.649478197E0
2.079605712E1,-6.004240036E0,5.120089054E-1,-3.764320850E0
2.084805058E1,-6.213767052E0,7.936177850E-1,-3.727058172E0
2.090004381E1,-3.335980892E0,6.708338857E-1,-3.799140215E0
2.095203717E1,1.888138652E0,4.541275978E0,8.752006888E-1
