"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.188810920E1,3.581297398E0,-1.349822521E0,-5.874531746E0
2.194810273E1,4.390421867E0,-7.898399830E-1,-7.572775841E0
2.200809522E1,1.262014103E1,8.986294746E0,-8.259966850E0
2.206808759E1,2.466639900E1,2.210809135E1,-4.489040375E0
2.212808005E1,2.867201328E0,-3.903775215E0,2.929600525E1
2.218807255E1,-6.349382401E0,-7.900642395E1,1.812119675E1
2.224806504E1,-1.113914013E1,-9.898349762E0,-1.228648567E1
2.230805754E1,7.389783859E0,-3.340470791E-1,-8.290879250E0
2.236805007E1,1.571516633E0,1.233550549E0,-1.142091942E1
2.242804237E1,3.056406260E0,3.968538761E0,-8.745355606E0
2.248803480E1,1.972065091E0,3.230049133E0,-7.077129364E0
2.254802733E1,2.966890812E0,-1.042577267E0,-6.852385044E0
2.260801986E1,2.614576817E-1,-4.744646072E0,-2.035585880E0
2.266801229E1,-4.558347702E0,-8.528428078E0,9.328201294E0
2.272800515E1,-1.982667160E1,-6.850287914E0,1.631947708E1
2.278799835E1,-6.529252052E0,2.431923389E0,1.524676323E1
2.284799148E1,-5.649924278E0,-6.541707516E-1,5.159361362E0
2.290798458E1,-2.663888454E0,-3.820530891E0,-4.396004677E0
2.296797778E1,9.579908848E-2,-2.999814272E0,-7.346586227E0
2.302797054E1,2.662519455E0,3.267263889E0,-5.758235931E0
2.308796294E1,6.166163921E0,4.305257320E0,-3.109132767E0
2.314795540E1,8.906655312E-1,-1.392312050E0,-3.151965141E-2
2.320794787E1,5.607679367E0,-7.280159950E0,-1.666198254E0
2.326794040E1,-3.428321838E0,-8.530618668E0,-1.255280685E1
2.332793299E1,-5.553750992E0,-7.383775711E0,-7.123880386E0
2.338792546E1,-3.036386728E0,-6.908588886E0,-5.609282970E0
2.344791779E1,-2.325122833E0,-4.493196487E0,-3.764592886E0
2.350791019E1,-1.113090992E0,-1.354145527E0,-2.338689804E0
2.356790265E1,3.749434948E-1,1.975729942E0,-9.085807800E-1
