"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.164826313E1,-1.080000019E1,-2.807999992E1,-3.059999847E1
2.170825746E1,3.119999886E0,-2.718000031E1,-3.257999802E1
2.176825052E1,1.979999924E1,-2.400000000E1,-2.981999969E1
2.182824292E1,3.077999878E1,-2.057999992E1,-2.237999916E1
2.188823528E1,3.821999741E1,-1.631999969E1,-1.517999935E1
2.194822785E1,3.965999985E1,-1.367999935E1,-1.109999943E1
2.200822031E1,3.965999985E1,-1.289999962E1,-1.061999989E1
2.206821291E1,3.977999878E1,-1.403999996E1,-1.247999954E1
2.212820537E1,3.863999939E1,-1.529999924E1,-1.331999969E1
2.218819780E1,3.815999985E1,-1.781999969E1,-1.289999962E1
2.224819010E1,3.786000061E1,-1.968000031E1,-1.092000008E1
2.230818256E1,3.804000092E1,-2.003999901E1,-9.420000076E0
2.236817503E1,3.684000015E1,-2.105999947E1,-8.760000229E0
2.242816759E1,3.791999817E1,-2.111999893E1,-7.319999695E0
2.248816016E1,3.827999878E1,-2.207999992E1,-1.019999981E0
2.254815322E1,3.521999741E1,-2.561999893E1,4.079999924E0
2.260814642E1,2.951999855E1,-3.209999847E1,8.399999738E-1
2.266813945E1,2.226000023E1,-3.725999832E1,-1.679999948E0
2.272813255E1,1.361999989E1,-4.139999771E1,-3.899999857E0
2.278812564E1,3.779999971E0,-4.265999985E1,-6.359999657E0
2.284811824E1,-5.219999790E0,-4.157999802E1,-6.539999962E0
2.290811060E1,-7.259999752E0,-4.157999802E1,-6.599999905E0
2.296810327E1,-6.119999886E0,-4.121999741E1,-8.699999809E0
2.302809570E1,1.199999973E-1,-4.097999954E1,-1.001999950E1
2.308808823E1,1.223999977E1,-4.145999908E1,-9.119999886E0
2.314808069E1,2.429999924E1,-3.684000015E1,-3.000000000E0
2.320807319E1,3.071999931E1,-3.131999969E1,8.399999619E0
2.326806542E1,3.336000061E1,-2.615999985E1,1.475999928E1
2.332805795E1,3.509999847E1,-2.387999916E1,1.397999954E1
2.338805042E1,3.557999802E1,-2.411999893E1,1.188000011E1
2.344804298E1,3.479999924E1,-2.387999916E1,1.242000008E1
2.350803544E1,3.479999924E1,-2.561999893E1,1.019999981E1
2.356802834E1,3.504000092E1,-2.495999908E1,7.799999714E0
2.362802231E1,3.563999939E1,-2.411999893E1,7.919999599E0
2.368801664E1,3.689999771E1,-2.435999870E1,4.619999886E0
2.374801094E1,3.641999817E1,-2.495999908E1,4.799999893E-1
2.380800523E1,3.731999969E1,-2.442000008E1,-4.199999869E-1
2.386799920E1,3.605999756E1,-2.561999893E1,-4.799999893E-1
2.392799193E1,3.570000076E1,-2.627999878E1,4.199999869E-1
2.398798426E1,3.581999969E1,-2.693999863E1,7.799999714E-1
